seller_id,orders,late_handoffs,late_rate,late_rate_outside_spike
c9c7905cffc4ef9ff9f113554423e671,125,6,0.048,0.05555555555555555
530ec6109d11eaaf87999465c6afee01,95,6,0.06315789473684211,0.07407407407407407
056b4ada5bbc2c50cc7842547dda6b51,65,6,0.09230769230769231,0.1016949152542373
5f1dc28029d2c244352a68107ec2b542,60,6,0.1,0.11320754716981132
643214e62b870443ccbe55ab29a4dccf,65,6,0.09230769230769231,0.07272727272727272
06e5eefc71ec47ae763c5c6f8db7064f,88,6,0.06818181818181818,0.02857142857142857
59b22a78efb79a4797979612b885db36,123,6,0.04878048780487805,0.04081632653061224
aac29b1b99776be73c3049939652091d,95,6,0.06315789473684211,0.06451612903225806
b92e3c8f9738272ff7c59e111e108d7c,59,6,0.1016949152542373,0.10714285714285714
ba143b05f0110f0dc71ad71b4466ce92,84,6,0.07142857142857142,0.07142857142857142
dbb9b48c841a0e39e21f98e1a6b2ec3e,103,6,0.05825242718446602,0.061855670103092786
e882b2a25a10b9c057cc49695f222c19,57,6,0.10526315789473684,0.13333333333333333
aafe36600ce604f205b86b5084d3d767,127,6,0.047244094488188976,0.05128205128205128
282f23a9769b2690c5dda22e316f9941,98,6,0.061224489795918366,0.024691358024691357
2a84855fd20af891be03bc5924d2b453,161,6,0.037267080745341616,0.022222222222222223
5c243662ce92d84573bfaff24c3e3700,98,5,0.05102040816326531,0.041237113402061855
6edacfd9f9074789dad6d62ba7950b9c,199,5,0.02512562814070352,0.02717391304347826
966cb4760537b1404caedd472cc610a5,74,5,0.06756756756756757,0.03076923076923077
f3da5b2ff499efb8d4a6d371d175d7dd,75,5,0.06666666666666667,0.078125
77530e9772f57a62c906e1c21538ab82,305,5,0.01639344262295082,0.02032520325203252
7ad32824caee82087b3e2e5f33b1bf32,144,5,0.034722222222222224,0.04310344827586207
7299e27ed73d2ad986de7f7c77d919fa,332,5,0.015060240963855422,0.01557632398753894
54a1852d1b8f10312c55e906355666ee,199,5,0.02512562814070352,0.031055900621118012
23d7c96d4a1160db1c726b248601b25a,50,5,0.1,0.11904761904761904
9674754b5a0cb32b638cec001178f799,84,5,0.05952380952380952,0.014285714285714285
ff063b022a9a0aab91bad2c9088760b7,91,5,0.054945054945054944,0.05263157894736842
b76dba6c951ab00dc4edf0a1aa88037e,159,5,0.031446540880503145,0.033112582781456956
a1043bafd471dff536d0c462352beb48,710,5,0.007042253521126761,0.00865051903114187
34056b8b55c1775a22af2331670a799c,78,5,0.0641025641025641,0.07246376811594203
dbc22125167c298ef99da25668e1011f,392,5,0.012755102040816327,0.013550135501355014
d1c281d3ae149232351cd8c8cc885f0d,193,5,0.025906735751295335,0.016853932584269662
0b90b6df587eb83608a64ea8b390cf07,159,5,0.031446540880503145,0.047619047619047616
18a349e75d307f4b4cc646a691ed4216,107,5,0.04672897196261682,0.043478260869565216
25e6ffe976bd75618accfe16cefcbd0d,104,5,0.04807692307692308,0.05102040816326531
4830e40640734fc1c52cd21127c341d4,200,5,0.025,0.027972027972027972
cbd996ad3c1b7dc71fd0e5f5df9087e2,164,5,0.03048780487804878,0.04065040650406504
1554a68530182680ad5c8b042c3ab563,243,5,0.0205761316872428,0.02262443438914027
2e1c9f22be269ef4643f826c9e650a52,164,5,0.03048780487804878,0.037037037037037035
ce27a3cc3c8cc1ea79d11e561e9bebb6,124,4,0.03225806451612903,0.03225806451612903
bd23da7354813347129d751591d1a6e2,86,4,0.046511627906976744,0.05128205128205128
aba1721a889e04decc910aa13b768ef4,81,4,0.04938271604938271,0.05555555555555555
8a32e327fe2c1b3511609d81aaf9f042,126,4,0.031746031746031744,0.032520325203252036
834f3294fba9f932f56edc879193f925,65,4,0.06153846153846154,0.06557377049180328
7008613ea464bad5cb9b83456e1e6a8f,127,4,0.031496062992125984,0.0392156862745098
813348c996469b40f2e028d5429d3495,176,4,0.022727272727272728,0.024242424242424242
640e21a7d01df7614a3b4923e990d40c,106,4,0.03773584905660377,0.0380952380952381
0509040ea3fe50071181bbc359eb7738,89,4,0.0449438202247191,0.04
ea566164622c6b439516ab18062c42cd,50,4,0.08,0.11764705882352941
f214d28e8d8e3ef068748498ccc2f813,52,4,0.07692307692307693,0.0851063829787234
ebd2d60905fb58271facef5596b620d3,82,4,0.04878048780487805,0.05
e59aa562b9f8076dd550fcddf0e73491,70,4,0.05714285714285714,0.022222222222222223
e26901d5ab434ce92fd9b5c256820a4e,197,4,0.02030456852791878,0.02030456852791878
e5a38146df062edaf55c38afa99e42dc,120,4,0.03333333333333333,0.041237113402061855
de23c3b98a88888289c6f5cc1209054a,160,4,0.025,0.014084507042253521
1336efc61c316ddf92c899eb817f7cae,66,4,0.06060606060606061,0.06666666666666667
70eea00b476a314817cefde4aad4f89a,106,4,0.03773584905660377,0.043478260869565216
9616352088dcf83a7c06637f4ebf1c80,92,4,0.043478260869565216,0.043478260869565216
527801b552d0077ffd170872eb49683b,90,4,0.044444444444444446,0.036585365853658534
9de4643a8dbde634fe55621059d92273,71,4,0.056338028169014086,0.03076923076923077
8cbac7e12637ed9cffa18c7875207478,65,4,0.06153846153846154,0.03636363636363636
612170e34b97004b3ba37eae81836b4c,106,3,0.02830188679245283,0.02830188679245283
669ae81880e08f269a64487cfb287169,159,3,0.018867924528301886,0.023076923076923078
4e7c18b98d84e05cbae3ff0ff03846c2,81,3,0.037037037037037035,0.04054054054054054
80e6699fe29150b372a0c8a1ebf7dcc8,96,3,0.03125,0.03409090909090909
6a8b085f816a1f75f92dbac6eb545f8f,125,3,0.024,0.010309278350515464
8a130737016f838139d31878787a39c9,56,3,0.05357142857142857,0.08571428571428572
f262cbc1c910c83959f849465454ddd3,191,3,0.015706806282722512,0.015873015873015872
81a1104df0f08b59c68aa5b03cfe398e,73,3,0.0410958904109589,0.0
4371b634e0efc0e22b09b52907d9d469,99,3,0.030303030303030304,0.029411764705882353
3c7c4a49ec3c6550809089c6a2ca9370,137,3,0.021897810218978103,0.009009009009009009
ceaec5548eefc6e23e6607c5435102e7,202,3,0.01485148514851485,0.0136986301369863
1e8b33f18b4f7598d87f5cbee2282cc2,118,3,0.025423728813559324,0.031578947368421054
11bfa66332777660bd0640ee84d47006,76,3,0.039473684210526314,0.03773584905660377
c6bda72e4dbf5c5866b13cb1810c6d03,55,3,0.05454545454545454,0.07142857142857142
d6b1ce66b035a475f00c017792ff9769,88,3,0.03409090909090909,0.034482758620689655
fffd5413c0700ac820c7069d66d98c89,56,3,0.05357142857142857,0.07142857142857142
1127b7f2594683f2510f1c2c834a486b,108,3,0.027777777777777776,0.0196078431372549
fd386aa7bed2af3c7035c65506c9b4a3,65,3,0.046153846153846156,0.04918032786885246
0ea22c1cfbdc755f86b9b54b39c16043,221,3,0.013574660633484163,0.00975609756097561
7ddcbb64b5bc1ef36ca8c151f6ec77df,330,3,0.00909090909090909,0.01020408163265306
c3cfdc648177fdbbbb35635a37472c53,273,3,0.01098901098901099,0.012295081967213115
2b3e4a2a3ea8e01938cabda2a3e5cc79,51,3,0.058823529411764705,0.0625
aaed1309374718fdd995ee4c58c9dfcd,104,3,0.028846153846153848,0.030303030303030304
a3a38f4affed601eb87a97788c949667,249,3,0.012048192771084338,0.012448132780082987
06579cb253ecd5a3a12a9e6eb6bf8f47,61,3,0.04918032786885246,0.05555555555555555
744dac408745240a2c2528fb1b6028f3,78,3,0.038461538461538464,0.043478260869565216
f84a00e60c73a49e7e851c9bdca3a5bb,89,3,0.033707865168539325,0.039473684210526314
cc63f0dd2acba93ffed4fe9f8e0321fa,55,3,0.05454545454545454,0.05454545454545454
2c9e548be18521d1c43cde1c582c6de8,125,3,0.024,0.012195121951219513
080199a181c46c657dc5aa235411be3b,79,2,0.02531645569620253,0.03571428571428571
3b15288545f8928d3e65a8f949a28291,98,2,0.02040816326530612,0.011904761904761904
d921b68bf747894be13a97ae52b0f386,76,2,0.02631578947368421,0.02631578947368421
dee656f0f566ed1aa85bd137c943f08f,90,2,0.022222222222222223,0.02564102564102564
dc317f341ab0e22f39acbd9dbf9b4a1f,54,2,0.037037037037037035,0.037037037037037035
db4350fd57ae30082dec7acbaacc17f9,129,2,0.015503875968992248,0.01680672268907563
01cf7e3d21494c41fb86034f2e714fa1,61,2,0.03278688524590164,0.03571428571428571
8648b1e89e9b349e32d3741b30ec737e,93,2,0.021505376344086023,0.03125
86ccac0b835037332a596a33b6949ee1,170,2,0.011764705882352941,0.006369426751592357
8bb48dc19fccaa8613b6229bf7f452a2,79,2,0.02531645569620253,0.01694915254237288
4992e76a42cb3aad7a7047e0d3d7e729,53,2,0.03773584905660377,0.041666666666666664
7202e2ba20579a9bd1acb29e61fe71f6,53,2,0.03773584905660377,0.044444444444444446
f7ba60f8c3f99e7ee4042fdef03b70c4,214,2,0.009345794392523364,0.00641025641025641
f7720c4fa8e3aba4546301ab80ea1f1b,58,2,0.034482758620689655,0.024390243902439025
7722b1df1b0e383e000397b2c11e3e19,127,2,0.015748031496062992,0.017241379310344827
7681ef142fd2c19048da7430856b5588,57,2,0.03508771929824561,0.04
715bbd5ba4e6b74cb0d2f29eb45058b0,60,2,0.03333333333333333,0.038461538461538464
729f06993dac8e860d4f02d7088ca48a,93,2,0.021505376344086023,0.024390243902439025
520b493b57809f446cb0a233bb3e25c7,62,2,0.03225806451612903,0.03225806451612903
8c16d1f32a54d92897cc437244442e1b,106,2,0.018867924528301886,0.025
4c18691b6037662be2df78a765d98ab5,62,2,0.03225806451612903,0.03389830508474576
0df3984f9dfb3d49ac6366acbd3bbb85,84,2,0.023809523809523808,0.0196078431372549
33a6f4b1e7cdc205511e76ba1b6e0186,100,2,0.02,0.02666666666666667
9f505651f4a6abe901a56cdc21508025,394,2,0.005076142131979695,0.0058309037900874635
b4ffb71f0cb1b1c3d63fad021ecf93e1,140,2,0.014285714285714285,0.01652892561983471
ce248b21cb2adc36282ede306b7660e5,60,2,0.03333333333333333,0.046511627906976744
ce7d1888639e6fb06b2749cbfdac1ff7,73,2,0.0273972602739726,0.03508771929824561
2ff97219cb8622eaf3cd89b7d9c09824,86,2,0.023255813953488372,0.029850746268656716
c003204e1ab016dfa150abc119207b24,196,2,0.01020408163265306,0.006666666666666667
aced59e9b31ef866a94f9e7f29d8d418,57,2,0.03508771929824561,0.038461538461538464
